rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
121,41.12,36,48.0,60.0,6,55.0,教程视频,juejin,juejin.cn,juejin.cn/post/7288568920051384377,https://juejin.cn/post/7288568920051384377,教程,博物馆儿童互动展项UX,site:juejin.cn 儿童 博物馆 互动展项 设计 原则,【教程视频】juejin.cn/post/7288568920051384377 | 来源:juejin | 站点:juejin.cn | 提供:教程 | 相关词:ai | 摘要:在儿童科普馆设计中可以互动问答、VR演示、数字沙盘、沉浸式场景等多媒体互动技术，通过多元化教学方式鼓励孩子进行学习思路，也能根据展项内容需. 求，进行定制化开发，制作更多吸引儿童兴趣的互动展项。
122,40.88,12,63.0,70.0,24,55.0,教程视频,bilibili,app.bilibili.com,哔哩哔哩下载中心,https://app.bilibili.com/?t=49m,数据集|教程|可下载资源,K12用户画像与亲子研学需求,site:bilibili.com 亲子 博物馆 互动体验 儿童 需求 痛点,【教程视频】哔哩哔哩下载中心 | 来源:bilibili | 站点:app.bilibili.com | 提供:数据集、教程、可下载资源 | 摘要:Android8.87.0. -我们优化了此版本的使用体验，然后炫了一袋子脆蜜金桔！2、优化FM首页的基础体验，支持下拉刷新.
123,40.8,44,40.0,60.0,0,55.0,体感手势,juejin,juejin.cn,juejin.cn/post/6959788442209222687,https://juejin.cn/post/6959788442209222687,,K12用户画像与亲子研学需求,site:juejin.cn 亲子 博物馆 互动体验 儿童 需求 痛点,【体感手势】juejin.cn/post/6959788442209222687 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:体感、3d、游戏 | 摘要:多媒体互动展厅更受展馆的欢迎，通过互动，将产品与展示在更高层次上结合起来，创造了一种新的体验模式。 多媒体互动展厅主要应用于博物馆、科技馆、展览馆等场所，现在逐渐出现在影视博物馆...
124,40.8,44,40.0,60.0,0,55.0,其他,juejin,juejin.cn,AI 绘画热度下降，“AI 绘画降温”了吗？ 看看目前顶流的几款AI...,https://juejin.cn/post/7427303617113620518,,AI教育体验馆对标,site:juejin.cn AI创作工坊 儿童 手势 绘画 展陈,【其他】AI 绘画热度下降，“AI 绘画降温”了吗？ 看看目前顶流的几款AI... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai | 摘要:看看目前顶流的几款AI绘画产品Midjourney、Stable Diffusion及Dall-E的Google热度趋势，的确是下降了。 那么这就代表着AI绘画凉了吗？
125,40.56,32,50.0,60.0,8,55.0,其他,juejin,juejin.cn,Ant Design - 时光足迹的专栏 - 掘金,https://juejin.cn/column/7008706646520102942,可下载资源,博物馆儿童互动展项UX,site:juejin.cn museum interactive exhibit children UX design principles,【其他】Ant Design - 时光足迹的专栏 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:可下载资源 | 相关词:城市 | 摘要:如结合 draggable、react-draggable 使用，直接使用 ant-design-draggable-modal等.
126,40.47,32,48.0,65.0,6,55.0,教程视频,web,m.bjnews.com.cn,人工智能赋能教育高质量发展，北京朝阳率先发布三年行动计划,https://m.bjnews.com.cn/detail/1715590540129024.html,教程,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,【教程视频】人工智能赋能教育高质量发展，北京朝阳率先发布三年行动计划 | 来源:web | 站点:m.bjnews.com.cn | 提供:教程 | 摘要:三年行动计划指出，在人工智能技术赋能教师方面，朝阳区将全面启动全区基础教育干部教师“人工智能赋能教育教学能力提升”专题实训，提升教师“人工.
127,40.15,40,40.0,65.0,0,55.0,其他,web,36kr.com,当我们在谈论游戏社区的时候，我们在谈论什么-36氪,https://36kr.com/p/1724365586433,,K12用户画像与亲子研学需求,研学团 科技馆 游戏编程 体验 设计,【其他】当我们在谈论游戏社区的时候，我们在谈论什么-36氪 | 来源:web | 站点:36kr.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏 | 摘要:它的本质就在于UPGC内容质量的提升所带来的社区平台质量升级。 四． 游戏社区的体验设计. 接下来笔者将从设计侧的角度出发，来拆解建设游戏社区的体验设计思路。
128,40.15,40,40.0,65.0,0,55.0,其他,web,www.yumpu.com,以上海天文馆体验设计为例_孟冉,https://www.yumpu.com/xx/document/view/64396906/-,,K12用户画像与亲子研学需求,研学团 科技馆 游戏编程 体验 设计,"【其他】以上海天文馆体验设计为例_孟冉 | 来源:web | 站点:www.yumpu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 摘要:并 收 获 良 好 体 验 。 博 物 馆 体 验 设 计 与 当 代 受 众 的 桥 梁 即 是 游 戏 化 设 计 。游 戏 化 (Gamification) 概 念 , 最 早 在 国 外."
129,40.15,40,40.0,65.0,0,55.0,其他,web,medium.com,Designing Interactive Museum Experiences — A UX Case Study,https://medium.com/@samia.rekhi17/designing-interactive-museum-experiences-a-ux-case-study-0f5423e3b336,,博物馆儿童互动展项UX,museum interactive exhibit children UX design principles,"【其他】Designing Interactive Museum Experiences — A UX Case Study | 来源:web | 站点:medium.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:museum | 摘要:March 20, 2026 - To design interactive museum experiences that improve engagement, learning, and emotional connection. ... Interviews were conducted to explore the subjective and emotional dimensions "
130,40.15,40,40.0,65.0,0,55.0,其他,web,medium.com,UX Case: turning the V&A Museum of Childhood into a space for kids | by Olga Parfenchik | Medium,https://medium.com/@olgaparf/ux-case-turning-the-v-a-museum-of-childhood-into-a-space-for-kids-50e9d6370146,,博物馆儿童互动展项UX,museum interactive exhibit children UX design principles,"【其他】UX Case: turning the V&A Museum of Childhood into a space for kids | by Olga Par | 来源:web | 站点:medium.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:museum | 摘要:August 14, 2018 - Most of the time children (3 to 6 years old, cause older children are at school) were with their parents or running around with their new friends totally ignoring the exhibition. May"
131,40.06,32,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,亲子游戏方案.pdf,https://download.csdn.net/download/m0_64397760/67226770?ops_request_misc=elastic_search_misc&request_id=2a5f5c585bfb4d938d369d4ebca1be48&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-3-67226770-null-null.142^v102^control&utm_term=%E4%BA%B2%E5%AD%90%20%E5%8D%9A%E7%89%A9%E9%A6%86%20%E4%BA%92%E5%8A%A8%E4%BD%93%E9%AA%8C%20%E5%84%BF%E7%AB%A5%20%E9%9C%80%E6%B1%82%20%E7%97%9B%E7%82%B9,可下载资源,K12用户画像与亲子研学需求,亲子 博物馆 互动体验 儿童 需求 痛点,【其他】亲子游戏方案.pdf | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:杭州、游戏 | 摘要:“好吃的西湖美食”游戏则让<em>亲子</em>间的<em>互动</em>更加生活化。在这项活动中，家长将带领孩子一起制作杭州的特色美食，如龙井虾仁、西湖醋鱼等。
132,40.06,32,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,2021研学旅行系列城北小学研学旅行工作计划.docx,https://download.csdn.net/download/xiaomaodiaoyu520/20896338?ops_request_misc=elastic_search_misc&request_id=201633b2ef1f4d1b8e35d5a188f9fb20&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-4-20896338-null-null.142^v102^control&utm_term=%E7%A0%94%E5%AD%A6%E5%9B%A2%20%E7%A7%91%E6%8A%80%E9%A6%86%20%E6%B8%B8%E6%88%8F%E7%BC%96%E7%A8%8B%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,可下载资源,K12用户画像与亲子研学需求,研学团 科技馆 游戏编程 体验 设计,【其他】2021研学旅行系列城北小学研学旅行工作计划.docx | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:研学 | 摘要:【目标】<em>研</em><em>学</em>旅行的目标是让学生在旅行中<em>体验</em>自然之美，了解历史文化和科学知识，同时培养良好的公民素养和社会责任感。
133,40.06,32,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,幼儿园教案2021-探索活动：小小设计师.doc,https://download.csdn.net/download/rucizui123456/19173255?ops_request_misc=elastic_search_misc&request_id=be35f69d3ab94a1399a9631248584ee1&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-2-19173255-null-null.142^v102^pc_search_result_base3&utm_term=%E5%B0%8F%E5%B0%8F%E6%B8%B8%E6%88%8F%E8%AE%BE%E8%AE%A1%E5%B8%88%20%E5%84%BF%E7%AB%A5%20%E5%88%9B%E4%BD%9C%20%E6%95%99%E8%82%B2,可下载资源,K12用户画像与亲子研学需求,小小游戏设计师 儿童 创作 教育,【其他】幼儿园教案2021-探索活动：小小设计师.doc | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 摘要:【<em>教育</em>价值】：这个“<em>小小</em><em>设计师</em>”活动不仅促进了孩子们对几何形状的认知，还训练了他们的计算能力、团队合作精神和公众表达技巧。
134,40.06,32,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,幼儿园大班艺术教案：小小设计师.doc,https://download.csdn.net/download/qq_44012932/22455907?ops_request_misc=elastic_search_misc&request_id=be35f69d3ab94a1399a9631248584ee1&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-4-22455907-null-null.142^v102^pc_search_result_base3&utm_term=%E5%B0%8F%E5%B0%8F%E6%B8%B8%E6%88%8F%E8%AE%BE%E8%AE%A1%E5%B8%88%20%E5%84%BF%E7%AB%A5%20%E5%88%9B%E4%BD%9C%20%E6%95%99%E8%82%B2,可下载资源,K12用户画像与亲子研学需求,小小游戏设计师 儿童 创作 教育,【其他】幼儿园大班艺术教案：小小设计师.doc | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:游戏 | 摘要:总结来说，“<em>小小</em><em>设计师</em>”这一艺术教案，是一个全面而有效的<em>教育</em>活动。它不仅结合了艺术、创新和实践操作，还通过设计衣服这一<em>游戏</em>形式，成功地促进了幼儿园大班孩子的认知发展、审美感知和动手能力的提升。
135,39.92,24,53.0,70.0,6,55.0,教程视频,bilibili,space.bilibili.com,Link to space.bilibili.com,https://space.bilibili.com/,教程,K12用户画像与亲子研学需求,site:bilibili.com 6-15岁 孩子 AI 创作 体验 期望,【教程视频】Link to space.bilibili.com | 来源:bilibili | 站点:space.bilibili.com | 提供:教程 | 相关词:bilibili | 摘要:The site owner hides the web page description.
136,39.92,24,53.0,70.0,6,55.0,教程视频,bilibili,bilibili.com,Link to bilibili.com,https://bilibili.com/,教程,K12用户画像与亲子研学需求,site:bilibili.com 6-15岁 孩子 AI 创作 体验 期望,【教程视频】Link to bilibili.com | 来源:bilibili | 站点:bilibili.com | 提供:教程 | 相关词:bilibili | 摘要:The site owner hides the web page description.
137,39.92,24,53.0,70.0,6,55.0,教程视频,bilibili,link.bilibili.com,新闻公告,https://link.bilibili.com/p/eden/news,教程,K12用户画像与亲子研学需求,site:bilibili.com 6-15岁 孩子 AI 创作 体验 期望,【教程视频】新闻公告 | 来源:bilibili | 站点:link.bilibili.com | 提供:教程 | 摘要:集成关注UP主的直播、小视频、图文最新动态，轻松发现哔哩哔哩 UP主的精彩日常...
138,39.92,24,53.0,70.0,6,55.0,教程视频,bilibili,live.bilibili.com,0.0绝密挨揍~ - 小馥郁- - 哔哩哔哩直播，二次元弹幕直播平台,https://live.bilibili.com/10157100,教程,AI教育体验馆对标,site:bilibili.com 腾讯 AI编程第一课 小学生 体验 设计,"【教程视频】0.0绝密挨揍~ - 小馥郁- - 哔哩哔哩直播，二次元弹幕直播平台 | 来源:bilibili | 站点:live.bilibili.com | 提供:教程 | 相关词:bilibili | 摘要:小馥郁-的哔哩哔哩直播间,除了可爱一无是处！弹幕，礼物，道具，活动多种玩法，bilibili 直播让您拉进与小伙伴们之间的距离。"
139,39.74,16,62.0,62.0,22,45.0,技术文档,csdn,download.csdn.net,博物馆APP基于用户需求服务的新价值.pdf,https://download.csdn.net/download/m0_61181362/21591040?ops_request_misc=elastic_search_misc&request_id=d9a0c496ac8b40de9b0c588d457b397f&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-4-21591040-null-null.142^v102^pc_search_result_base6&utm_term=%E5%B1%95%E9%A1%B9%20%E6%94%BE%E5%BC%83%E7%8E%87%20%E7%94%A8%E6%88%B7%20%E5%9B%B0%E6%83%91%20%E5%8D%9A%E7%89%A9%E9%A6%86,技术文档|可下载资源,博物馆儿童互动展项UX,展项 放弃率 用户 困惑 博物馆,"【技术文档】博物馆APP基于用户需求服务的新价值.pdf | 来源:csdn | 站点:download.csdn.net | 提供:技术文档、可下载资源 | 摘要:""该文档探讨了<em>博物馆</em>APP如何根据<em>用户</em>需求提供新价值，强调了移动应用在<em>博物馆</em>服务中的重要性，特别是在提升<em>用户</em>体验、增强互动性和提供个性化服务方面的作用。文中提到了国内外<em>博物馆</em>如故宫博物院和上海<em>博物馆</em>"
140,39.4,40,40.0,60.0,0,55.0,其他,juejin,juejin.cn,后端 - 掘金,https://juejin.cn/backend,,K12用户画像与亲子研学需求,site:juejin.cn 研学团 科技馆 游戏编程 体验 设计,【其他】后端 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 摘要:想要更原生的浏览器控制体验？ 本文带你深度解析 Go 语言最强浏览器驱动库 chromedp，从零到一解锁自动化黑科技！其实 NestJS 的学习曲线比你想象的平缓得多——因为它的设计思想和 Vue 有很多相似之处！
141,39.4,40,40.0,60.0,0,55.0,其他,juejin,juejin.cn,倒计时30天！ 2023...,https://juejin.cn/post/7242220704288129082,,AI教育体验馆对标,site:juejin.cn 青少年 人工智能体验馆 参观 体验,【其他】倒计时30天！ 2023... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai | 摘要:同时以“SAIL奖”为引领，通过AIWIN世界人工智能创新大赛、BPAA算法实践典范大赛、黑客马拉松、团市委青少年人工智能创新大赛等品牌赛事活动，进一步汇聚国内.体验分享，在数字与现实世界实现身临其境般的极致体验。
142,38.75,36,40.0,65.0,0,55.0,其他,web,museumable.medium.com,"What is Museum Experience Design (MXD)? | by Alexandra Lawson, Museumable | Medium",https://museumable.medium.com/what-is-museum-experience-design-mxd-b9cde1158588,,博物馆儿童互动展项UX,museum interactive exhibit children UX design principles,"【其他】What is Museum Experience Design (MXD)? | by Alexandra Lawson, Museumable | Medi | 来源:web | 站点:museumable.medium.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:museum | 摘要:July 12, 2023 - By adopting the principles of visitor-centered design, simplicity, consistency and accessibility, and following a structured design process involving visitor research, information arch"
143,38.75,36,40.0,65.0,0,55.0,其他,web,msb.zjol.com.cn,儿童美育从“有趣的博物馆设计”开始,https://msb.zjol.com.cn/html/2023-04/01/content_4105627.htm?div=-1,,博物馆儿童互动展项UX,儿童 博物馆 互动展项 设计 原则,【其他】儿童美育从“有趣的博物馆设计”开始 | 来源:web | 站点:msb.zjol.com.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏 | 摘要:多感官空间设计的搭建首先在空间设计上要充分考虑到儿童的视觉体验，为儿童设计的展览空间要避免单调的颜色，鲜艳丰富的颜色更加能够吸引儿童注意力与兴趣。另外，空间中搭配语音解说、视频播放可以全方位的强化儿童体验。灵活有趣的展览动线则可以增加儿童的游戏体验，更加符合孩子们的天性。而可以触摸的展品、可互动的装置系统能够增加儿童的触觉体验。世界上最大的博物馆印第安纳波利斯儿童博物馆，馆内的空间设计非常受儿童的
144,38.75,36,40.0,65.0,0,55.0,其他,web,sanyamuseum.com,博物馆教育活动评估实践研究——以“海难逃生”亲子活动为例,http://sanyamuseum.com/a/chenliexuanjiao/2023/0607/2851.html,,博物馆儿童互动展项UX,儿童 博物馆 互动展项 设计 原则,"【其他】博物馆教育活动评估实践研究——以“海难逃生”亲子活动为例 | 来源:web | 站点:sanyamuseum.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:展陈 | 摘要:June 7, 2023 - 此外，建议博物馆举办专为儿童设计的科普展览，应采用大体量实体展品、虚拟情境模拟、互动体验展项等吸引儿童注意力和兴趣，并通过符合儿童生理特征的人性化展陈设计，提升儿童观展效果和体验感。目前，中海博设有专门的儿童活动中心，可将该区域打造成兼具展览和教育活动功能的空间，展览相关配套活动可集中在此区域进行，方便活动中对儿童安全的管理。"
145,38.66,28,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,人工智能在数字艺术创作中的应用与思考.pdf,https://download.csdn.net/download/u013883025/20170146?ops_request_misc=elastic_search_misc&request_id=a18e863f96354c2c99183f68846e4e9f&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-4-20170146-null-null.142^v102^pc_search_result_base3&utm_term=6-15%E5%B2%81%20%E5%AD%A9%E5%AD%90%20AI%20%E5%88%9B%E4%BD%9C%20%E4%BD%93%E9%AA%8C%20%E6%9C%9F%E6%9C%9B,可下载资源,K12用户画像与亲子研学需求,6-15岁 孩子 AI 创作 体验 期望,【其他】人工智能在数字艺术创作中的应用与思考.pdf | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:ai | 摘要:2018年白宫召集科技巨头举行<em>AI</em>峰会，强化了技术发展的战略地位，而中国也发布了《新一代<em>人工智能</em>发展规划》，目标到2030年成为世界主要的<em>人工智能</em>创新中心。
146,38.52,20,53.0,70.0,6,55.0,教程视频,bilibili,e.bilibili.com,首页 | B站营销官网,https://e.bilibili.com/?src=360tv,教程,K12用户画像与亲子研学需求,site:bilibili.com 亲子 博物馆 互动体验 儿童 需求 痛点,【教程视频】首页 | B站营销官网 | 来源:bilibili | 站点:e.bilibili.com | 提供:教程 | 摘要:合作需求描述（选填）. 品牌营销.
147,38.52,20,53.0,70.0,6,55.0,教程视频,bilibili,www.bilibili.com,被中香炉_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1Lox4zJEe7/,教程,博物馆儿童互动展项UX,site:bilibili.com 科技馆 互动 低门槛 短循环 体验设计,"【教程视频】被中香炉_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:教程 | 相关词:bilibili | 摘要:1 month ago - 中国科学技术馆科技在香炉中旋转。盛唐的巧思沿思路传向世界，至今陪在我们身边。, 视频播放量 105、弹幕量 0、点赞数 2、投硬币枚数 0、收藏人数 1、转发人数 0, 视频作者 科技馆小小达人, 作者简介 ，相关视频：不如..."
148,38.52,20,53.0,70.0,6,55.0,教程视频,bilibili,www.bilibili.com,沉浸互动式体验空间|多媒体创意互动装置_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1D14y1u75H/,教程,博物馆儿童互动展项UX,site:bilibili.com 科技馆 互动 低门槛 短循环 体验设计,"【教程视频】沉浸互动式体验空间|多媒体创意互动装置_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:教程 | 相关词:bilibili | 摘要:November 5, 2025 - 将数字媒体技术与安全的现场体验相融合，巨大的墙面和地面投影使诗意的影像填满了整个空间，并使用最新的激光扫描仪对参观者的动作做出实时反应。, 视频播放量 293、弹幕量 0、点赞数 3、投硬币枚数 0、收藏人数 ..."
149,38.52,32,40.0,60.0,16,55.0,三维模型,juejin,juejin.cn,AI开发平台：低门槛、高效率平台如何重塑智能体构建？ 没有AI...,https://juejin.cn/post/7522398684007153727,模型,博物馆儿童互动展项UX,site:juejin.cn 科技馆 互动 低门槛 短循环 体验设计,【三维模型】AI开发平台：低门槛、高效率平台如何重塑智能体构建？ 没有AI... | 来源:juejin | 站点:juejin.cn | 提供:模型 | 相关词:ai、智能体 | 摘要:· 技术门槛过高： 需掌握Python、框架配置、GPU优化等硬核技能. · 协作效率低下： 团队在环境同步、版本管理上反复消耗时间.· 量化评估模型ROI. 在众多探索者中，元智启AI的实践颇具代表性. 该平台通过三大设计直击开发痛点：
150,38.0,36,40.0,60.0,0,55.0,其他,juejin,juejin.cn,前端、AI、后端免费学 | 青训营 X 豆包MarsCode...,https://juejin.cn/post/7423708823427055657,,AI教育体验馆对标,site:juejin.cn AI体验馆 亲子 研学 互动 反馈,【其他】前端、AI、后端免费学 | 青训营 X 豆包MarsCode... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai | 摘要:除前端、后端和AI 课程外，大数据、客户端等大量字节内部课程补充学习. 你将获得. 学习经历： 友好、实用的新手课程，收获一份珍贵难忘的学习经历.
151,38.0,36,40.0,60.0,0,55.0,其他,juejin,juejin.cn,人工智能 - 掘金,https://juejin.cn/ai/Agent,,AI教育体验馆对标,site:juejin.cn 青少年 人工智能体验馆 参观 体验,"【其他】人工智能 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、agent | 摘要:1. 为什么要做测评系统，难在哪里 背景 想象一个""智能工作助手""：用户用一句.Agent AI编程 人工智能."
152,37.87,28,40.0,65.0,16,55.0,三维模型,web,ai-bot.cn,Claude 4 - Anthropic推出的最新AI编程系列模型 | AI工具集,https://ai-bot.cn/claude-4/,模型,AI教育体验馆对标,腾讯 AI编程第一课 小学生 体验 设计,【三维模型】Claude 4 - Anthropic推出的最新AI编程系列模型 | AI工具集 | 来源:web | 站点:ai-bot.cn | 提供:模型 | 相关词:ai | 摘要:AI设计工具.Claude Sonnet 4：每百万Token输入为3美元，每百万Token输出为15美元。 订阅计划：订阅Pro、Max、Team 和 Enterprise 计划的用户，能体验 Claude Opus 4 和 Claude Sonnet 4 的访问权限和扩展思维，其中Sonnet 4 面向免费用户开放。
153,37.7,36,40.0,58.0,0,55.0,其他,zhihu,www.zhihu.com,zhihu.com/column/c_1253986063259426816,https://www.zhihu.com/column/c_1253986063259426816,,K12用户画像与亲子研学需求,site:zhihu.com 小小游戏设计师 儿童 创作 教育,【其他】zhihu.com/column/c_1253986063259426816 | 来源:zhihu | 站点:www.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、game | 摘要:游戏开发中的GamePlay技术 - kasan.
154,37.7,36,40.0,58.0,0,55.0,其他,zhihu,www.zhihu.com,zhihu.com/column/c_1571694550028025856,https://www.zhihu.com/column/c_1571694550028025856,,博物馆儿童互动展项UX,site:zhihu.com game-based learning exhibit museum low barrier entry,【其他】zhihu.com/column/c_1571694550028025856 | 来源:zhihu | 站点:www.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、game | 摘要:GAMES104《现代游戏引擎》笔记完结 - 知乎.
155,37.7,36,40.0,58.0,0,55.0,其他,zhihu,www.zhihu.com,Link to zhihu.com,https://www.zhihu.com/column/c_1465112539088949248,,AI教育体验馆对标,site:zhihu.com AI创作工坊 儿童 手势 绘画 展陈,【其他】Link to zhihu.com | 来源:zhihu | 站点:www.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 摘要:The site owner hides the web page description.
156,37.7,36,40.0,58.0,0,55.0,其他,zhihu,zhuanlan.zhihu.com,Link to zhuanlan.zhihu.com,https://zhuanlan.zhihu.com/p/42837883,,AI教育体验馆对标,site:zhihu.com AI创作工坊 儿童 手势 绘画 展陈,【其他】Link to zhuanlan.zhihu.com | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 摘要:The site owner hides the web page description.
157,37.5,36,40.0,62.0,0,45.0,其他,csdn,blog.csdn.net,融合AI与大数据技术，腾讯教育发布智能作业灯,https://blog.csdn.net/dqcfkyqdxym3f8rb0/article/details/114327834?ops_request_misc=elastic_search_misc&request_id=25cc200f48644b30b0181540cc493266&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-4-114327834-null-null.142^v102^pc_search_result_base6&utm_term=%E8%85%BE%E8%AE%AF%20AI%E7%BC%96%E7%A8%8B%E7%AC%AC%E4%B8%80%E8%AF%BE%20%E5%B0%8F%E5%AD%A6%E7%94%9F%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,,AI教育体验馆对标,腾讯 AI编程第一课 小学生 体验 设计,【其他】融合AI与大数据技术，腾讯教育发布智能作业灯 | 来源:csdn | 站点:blog.csdn.net | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai | 摘要:<em>腾讯</em>教育联合暗物智能发布AILA智能作业灯，内置<em>腾讯</em>作业君APP，支持中英文指尖点读及作业拍照上传等功能，具备智能对话、自动批改作业等特色。该产品定价1499元，旨在通过<em>AI</em>技术提升<em>小学生</em>的作业<em>体验</em>。
158,37.35,32,40.0,65.0,0,55.0,技术文档,web,js.design,用户画像分析怎么做?6个步骤告诉你!-即时设计,https://js.design/special/article/user-profile-analysis.html,,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,【技术文档】用户画像分析怎么做?6个步骤告诉你!-即时设计 | 来源:web | 站点:js.design | 提供:未检测到明确资源类型（建议人工打开确认） | 摘要:用户画像分析.如何分析用户画像. 2、用户画像分析的6个步骤.
159,37.35,32,40.0,65.0,0,55.0,其他,web,paper.people.com.cn,JYRMRB05B20230618C,http://paper.people.com.cn/rmrb/images/2023-06/18/05/rmrb2023061805.pdf,,K12用户画像与亲子研学需求,小小游戏设计师 儿童 创作 教育,【其他】JYRMRB05B20230618C | 来源:web | 站点:paper.people.com.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏 | 摘要:二个全国学前教育宣传月。 翻看教 育 部 遴 选 的 学 前 教 育 优 秀 案 例 许 多游戏活动令人颇受启发.
160,37.26,24,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,面向儿童的森林博物馆导览系统APP设计.pdf,https://download.csdn.net/download/m0_61181362/21588086?ops_request_misc=elastic_search_misc&request_id=25ea7cd3d231492a9fb758e54ceece22&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-21588086-null-null.142^v102^control&utm_term=%E5%84%BF%E7%AB%A5%20%E5%8D%9A%E7%89%A9%E9%A6%86%20%E4%BA%92%E5%8A%A8%E5%B1%95%E9%A1%B9%20%E8%AE%BE%E8%AE%A1%20%E5%8E%9F%E5%88%99,可下载资源,博物馆儿童互动展项UX,儿童 博物馆 互动展项 设计 原则,【其他】面向儿童的森林博物馆导览系统APP设计.pdf | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 摘要:【森林<em>博物馆</em>导览系统APP<em>设计</em>】是针对<em>儿童</em>教育和兴趣启蒙的一款创新应用，结合了信息技术与传统的<em>博物馆</em>展览，旨在提供更加个性化和<em>互动</em>性的参观体验。
161,37.12,28,40.0,60.0,16,55.0,三维模型,juejin,juejin.cn,juejin.cn/post/7276324972783009852,https://juejin.cn/post/7276324972783009852,模型,博物馆儿童互动展项UX,site:juejin.cn 展项 放弃率 用户 困惑 博物馆,【三维模型】juejin.cn/post/7276324972783009852 | 来源:juejin | 站点:juejin.cn | 提供:模型 | 相关词:三维 | 摘要:现代化的展览行业为用户提供多样化的展示形式，让用户能够获取更加丰富的信息内容，在现代化的科技展厅中会应用很多数字技术，不同的展项有不. 同的用途，我们今天就来看看科技展厅中的数字多媒体： 1、虚拟翻书.
