rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
380,52.2,56,52.0,60.0,30,55.0,三维模型,juejin,juejin.cn,系统设计的Godot游戏AI能力融合开发指南一、AI能力融合架构设计 二、...,https://juejin.cn/post/7516817268481277978,模型|技术文档,Godot游戏设计与GDScript,site:juejin.cn Godot tower defense game design,"【三维模型】系统设计的Godot游戏AI能力融合开发指南一、AI能力融合架构设计 二、... | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档 | 相关词:godot、游戏、ai | 摘要:Jun 18, 2025 · 一、AI能力融合架构设计 二、核心场景实现方案 1. 智能NPC行为决策 技术路线：使用MindSpore Lite加载行为预测模型，实现动态决策 2. 语音指令识别控制 实现要点： 使用@kit.A"
381,52.02,72,40.0,62.0,16,45.0,三维模型,csdn,blog.csdn.net,类Kingdom Rush塔防游戏的数值设计（一）——玩法概述和基础战斗模型建立,https://blog.csdn.net/weixin_30750335/article/details/97458442?ops_request_misc=elastic_search_misc&request_id=5c2887f72f2b4e90ab95893b84d5e9bc&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-2-97458442-null-null.142^v102^pc_search_result_base3&utm_term=%E5%A1%94%E9%98%B2%20%E6%95%B0%E5%80%BC%E5%B9%B3%E8%A1%A1%20%E8%AE%BE%E8%AE%A1%20%E5%85%AC%E5%BC%8F,模型,游戏手感与核心机制设计,塔防 数值平衡 设计 公式,【三维模型】类Kingdom Rush塔防游戏的数值设计（一）——玩法概述和基础战斗模型建立 | 来源:csdn | 站点:blog.csdn.net | 提供:模型 | 相关词:游戏、塔防、数值、平衡 | 摘要:本文从《皇家守卫军》的基础玩法出发，总结了其核心玩法，并提炼出核心<em>数值</em>模型，最终得到了<em>平衡</em><em>公式</em>。游戏中的<em>平衡</em>以一波怪物为基准进行，通过分析怪物与防御塔间的互动，建立了基本的战斗模型。
382,52.02,68,48.0,58.0,6,55.0,教程视频,zhihu,zhuanlan.zhihu.com,Unreal Engine 4 Blueprints Tutorial——UE4蓝图教程 - 知乎专栏,https://zhuanlan.zhihu.com/p/376166556,教程,模板化与参数化游戏生成,site:zhihu.com game template rapid prototyping indie,【教程视频】Unreal Engine 4 Blueprints Tutorial——UE4蓝图教程 - 知乎专栏 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:教程 | 相关词:游戏、教程 | 摘要:2021年5月28日 · ... 游戏中的道具，会让这个道具消失。 Blueprints is the visual scripting system inside Unreal Engine 4 and is a fast way to start prototyping your ...
383,52.0,76,40.0,60.0,0,55.0,其他,juejin,link.juejin.cn,跳转提示-稀土掘金,https://link.juejin.cn/?target=https://www.codelink.io/blog/post/ai-system-development-llm-rag-ai-workflow-agent,,AI辅助游戏创作与智能体,site:juejin.cn AI assisted game development LLM agent,【其他】跳转提示-稀土掘金 | 来源:juejin | 站点:link.juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、llm、agent | 摘要:https://www.codelink.io/blog/post/ai-system-development-llm-rag-ai-workflow-agent.
384,52.0,76,40.0,60.0,0,55.0,其他,juejin,juejin.cn,PCGBooK第一章 阅读笔记PCG，基于过程式内容生成（procedural content...,https://juejin.cn/post/6870019924052738056,,AI辅助游戏创作与智能体,site:juejin.cn procedural game generation AI tutorial,"【其他】PCGBooK第一章 阅读笔记PCG，基于过程式内容生成（procedural content... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、ai、procedural、生成 | 摘要:Sep 8, 2020 · PCG，基于过程式内容生成（procedural content generation），是一种通过有限或间接的用户输入来创建 游戏 内容的算法。 即PCG指的是由电脑软件独自创造游戏内容或和一名或多名玩家或设计者一同创造游戏内容。 Kowalski, （2018). Strat…"
385,52.0,76,40.0,60.0,0,55.0,其他,juejin,juejin.cn,我用AI做了个微信小游戏-上线了真实的 AI...,https://juejin.cn/post/7641048219231010862,,AI辅助游戏创作与智能体,site:juejin.cn site:juejin.cn AI 生成 小游戏,【其他】我用AI做了个微信小游戏-上线了真实的 AI... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、小游戏、ai、关卡 | 摘要:前言技术栈：pixi.js@6 + matter-js + vite + Supabase，输出微信小游戏单文件 CJS。产品状态：已上线微信小游戏「开心点连连看」，无限关卡、好友榜、每日挑战、主题系统、成就系做这个项目之前我以为 AI 编程是「我说一句、它写一段」。 做完之后我的看法变了：
386,52.0,76,40.0,60.0,0,55.0,其他,juejin,juejin.cn,人工智能 - 掘金,https://juejin.cn/ai,,AI辅助游戏创作与智能体,site:juejin.cn site:juejin.cn AI 生成 小游戏,【其他】人工智能 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、小游戏、ai、gpt | 摘要:AI编程 GPT Gemini. 我用AI做了个微信小游戏-上线了.
387,52.0,76,40.0,60.0,0,55.0,教程视频,juejin,juejin.cn,在Godot 4中使用C#创建完整的网格谜题游戏-课程资源《C#与GDScript之...,https://juejin.cn/post/7595566328421105704,,Godot游戏设计与GDScript,site:juejin.cn GDScript 游戏 架构 最佳实践,"【教程视频】在Godot 4中使用C#创建完整的网格谜题游戏-课程资源《C#与GDScript之... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:godot、gdscript、游戏、ai、反馈 | 摘要:Jan 16, 2026 · 某独立工作室反馈，将2D平台游戏从GDScript迁移到C#后，迭代速度提升2.1倍。 团队协作的标准化接口C#强类型特性产生的编译时检查，使多人协作的接口错误减少78%。 其命名空间机制更适应中大型项目开发，避免GDScript常见的全局变量污染问题。"
388,52.0,76,40.0,60.0,0,55.0,教程视频,juejin,juejin.cn,从零开始独立游戏开发学习笔记（六十七）--Godot 学习笔记（二）--GDS...,https://juejin.cn/post/7296365402862157850,,Godot游戏设计与GDScript,site:juejin.cn GDScript 游戏 架构 最佳实践,"【教程视频】从零开始独立游戏开发学习笔记（六十七）--Godot 学习笔记（二）--GDS... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:godot、gdscript、游戏、独立游戏、ai | 摘要:Nov 1, 2023 · 和 python 无限大小不一样。 在 GDScript 里，int 数字是 64bit，所以值只能在 -2**63 到 2**63-1 之间（因为要留 1bit 给正负记号）。 给最大值加一会变成最小值，但不会导致代码崩溃。 不设计成崩溃而是循环到最小值，是因为对于游戏来说，有很多需要这个设计的时候。"
389,52.0,76,40.0,60.0,0,55.0,教程视频,juejin,juejin.cn,从零开始独立游戏开发学习笔记（六十五）--Godot 学习笔记（一）--入...,https://juejin.cn/post/7294474535022411803,,Godot游戏设计与GDScript,site:juejin.cn GDScript 游戏 架构 最佳实践,【教程视频】从零开始独立游戏开发学习笔记（六十五）--Godot 学习笔记（一）--入... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:godot、gdscript、游戏、独立游戏、ai | 摘要:每个 GDScript 脚本本身就是一个 class，比如在 Godot 里添加脚本自带的 extends Node，意思就是母节点是 Node。 在 Inspector 里看到的所有属性都是以空格形式隔开，在代码里这些属性就是全小写并把空格换成下划线即可得出，鼠标移动到属性上可以看到详情。
390,51.87,68,40.0,65.0,16,55.0,三维模型,web,36kr.com,AI三小时做的小游戏，9天赚12万，马斯克：AI游戏前景无限-36氪,https://36kr.com/p/3190245556232326,模型,AI辅助游戏创作与智能体,大模型 辅助 游戏制作 工作流,【三维模型】AI三小时做的小游戏，9天赚12万，马斯克：AI游戏前景无限-36氪 | 来源:web | 站点:36kr.com | 提供:模型 | 相关词:游戏、小游戏、ai、cursor、大模型 | 摘要:作者表示，这个游戏完全用AI编程工具Cursor搞定，用马斯克新发的大模型Grok-3写了服务器代码，支持多人在线玩耍。 可以按照每秒10次的频率更新所有玩家的在线位置。不可否认，用AI简化游戏开发中繁复的工作，确实能大幅提升效率。
391,51.7,76,40.0,58.0,0,55.0,其他,zhihu,zhuanlan.zhihu.com,AI Agents大爆发：软件2.0雏形初现，OpenAI的下一步,https://zhuanlan.zhihu.com/p/641686345,,AI辅助游戏创作与智能体,site:zhihu.com AI assisted game development LLM agent,"【其他】AI Agents大爆发：软件2.0雏形初现，OpenAI的下一步 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:game、ai、llm、agent | 摘要:2023年7月5日 · 01. Agent System 是什么. 在以LLM 为驱动的AI Agents 系统中，LLM 是代理 ... game, such as level design, characters, and gameplay mechanics?"
392,51.7,76,40.0,58.0,0,55.0,教程视频,zhihu,zhuanlan.zhihu.com,Switch本地多人游戏全收录(2020年)(上),https://zhuanlan.zhihu.com/p/632920153,,游戏手感与核心机制设计,site:zhihu.com game feel juice platformer movement,"【教程视频】Switch本地多人游戏全收录(2020年)(上) | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、game、platformer | 摘要:2023年5月29日 · 简介: WinKings is a 1-4 player 2D platformer game which throws you in fantasy Vikings era. Different and unique worlds, characters, enemies ..."
393,51.7,76,40.0,58.0,0,55.0,教程视频,zhihu,zhuanlan.zhihu.com,如何提升塔防+肉鸽游戏数值设计能力？ - 知乎,https://zhuanlan.zhihu.com/p/660313136,,游戏手感与核心机制设计,site:zhihu.com 塔防 数值平衡 设计 公式,"【教程视频】如何提升塔防+肉鸽游戏数值设计能力？ - 知乎 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、塔防、数值、关卡 | 摘要:Oct 9, 2023 · 他的原问题是”最近正在制作一款肉鸽+塔防的游戏，想知道如何提升肉鸽、 塔防游戏 的数值和关卡设计能力。 “ 其实这位群友的问题我认为可以拆解成多个问题： 如何设计塔防游戏的数值？ 如何设计 肉鸽游戏 的数值？ 如何提升数值设计的能力？"
394,51.7,76,40.0,58.0,0,55.0,教程视频,zhihu,zhuanlan.zhihu.com,【游戏设计】塔防设计的敌人波次曲线，到底该用指数增长，还是分段线...,https://zhuanlan.zhihu.com/p/2018291945076727917,,游戏手感与核心机制设计,site:zhihu.com 塔防 数值平衡 设计 公式,【教程视频】【游戏设计】塔防设计的敌人波次曲线，到底该用指数增长，还是分段线... | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、塔防、数值、波次 | 摘要:做塔防设计时，敌人一波比一波更强，这几乎是默认前提。 但“变强”这件事，真落到数值表里，就不是一句“后面越来越难”能解决的了。 最常见的分歧，其实就两个方向：一种是让敌人强度按指数往上长，另一种是按阶段一段一段往上抬，也就是 分段线性。
395,51.7,76,40.0,58.0,0,55.0,教程视频,zhihu,zhuanlan.zhihu.com,小鱼独游笔记07｜通往游戏的原创之路,https://zhuanlan.zhihu.com/p/1946979752188555534,,游戏手感与核心机制设计,site:zhihu.com 横版闯关 跳跃 手感 参数,【教程视频】小鱼独游笔记07｜通往游戏的原创之路 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、塔防、横版、手感 | 摘要:2025年9月4日 · 跳跃手感也好，卡牌循环也好，对于这类基础玩法，大家往往在短短几天里就 ... 在塔防玩法中尝试加入技能组合，在横版动作玩法中可制作原创机关 ...
396,51.67,64,48.0,65.0,6,55.0,教程视频,web,www.bilibili.com,bilibili.com/video/BV1N5411x7KP,https://www.bilibili.com/video/BV1N5411x7KP/,教程,AI辅助游戏创作与智能体,site:bilibili.com AI 做游戏 教程,【教程视频】bilibili.com/video/BV1N5411x7KP | 来源:web | 站点:www.bilibili.com | 提供:教程 | 相关词:ai、教程、bilibili | 摘要:雨滴桌面教程|深度打造你的自定义桌面（Rainmeter教程）_哔哩哔哩_bilibili.
397,51.67,64,48.0,65.0,6,55.0,教程视频,web,blog.csdn.net,Godot入门遇到的一些问题汇总_godot socket 多4个字节-CSDN博客,https://blog.csdn.net/u012863565/article/details/125018469,教程,Godot游戏设计与GDScript,site:csdn.net Godot 小游戏 开发,【教程视频】Godot入门遇到的一些问题汇总_godot socket 多4个字节-CSDN博客 | 来源:web | 站点:blog.csdn.net | 提供:教程 | 相关词:godot、游戏、csdn | 摘要:Godot引擎开发：Godot基础入门all.游戏脚本高级编程_godot游戏引擎实现TCP和UDP（网络联机，多人游戏）.
398,51.62,60,56.0,58.0,6,55.0,地图数据,zhihu,zhuanlan.zhihu.com,zhuanlan.zhihu.com/p/128976272,https://zhuanlan.zhihu.com/p/128976272,教程,AI辅助游戏创作与智能体,site:zhihu.com godot-mcp Cursor 游戏开发,【地图数据】zhuanlan.zhihu.com/p/128976272 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:教程 | 相关词:demo | 摘要:手把手Django+Vue前后端分离开发入门(附demo) - 知乎.
399,51.54,64,40.0,62.0,22,65.0,三维模型,csdn,blog.csdn.net,LLM在人工智能领域的地位与作用,https://blog.csdn.net/2405_88636357/article/details/145530488?ops_request_misc=elastic_search_misc&request_id=d45f467418934a7391fda6ea80694ad3&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticCommercialInsert~search_v2-3-145530488-null-null.142^v102^pc_search_result_base5&utm_term=AI%20assisted%20game%20development%20LLM%20agent,模型|涉及授权/版权,AI辅助游戏创作与智能体,AI assisted game development LLM agent,【三维模型】LLM在人工智能领域的地位与作用 | 来源:csdn | 站点:blog.csdn.net | 提供:模型、涉及授权/版权 | 相关词:ai、llm | 摘要:本文深入探讨了大语言模型（<em>LLM</em>）在<em>人工智能</em>领域的核心地位及其广泛应用。从背景介绍、核心概念、算法原理、数学模型、项目实践到实际应用场景，全面分析了<em>LLM</em>如何通过深度学习和自然语言处理技术，推动自动驾驶、金融预测、医疗诊断等多个行业的智能化升级。同时，文章还提供了学习资源和开发工具推荐，为<em>AI</em>开发者和研究者提供了宝贵的参考。
400,51.35,72,40.0,65.0,0,55.0,其他,web,juejin.cn,用AI每天复刻一个微信小游戏· 开篇 - 稀土掘金,https://juejin.cn/post/7641799975690289162,,AI辅助游戏创作与智能体,site:juejin.cn AI 生成 小游戏,【其他】用AI每天复刻一个微信小游戏· 开篇 - 稀土掘金 | 来源:web | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、小游戏、ai、生成 | 摘要:2026年5月20日 · 某一个周末，我让AI写了一个微信小游戏，前后大概两天的时间，但是备案上线用了两个多月。 刚开始是用deepseek，让它帮我生成一个小游戏，是H5类型的小游戏 ...
401,51.35,72,40.0,65.0,0,55.0,其他,web,www.zhihu.com,利用现有的AI 技术，独立游戏开发者的黄金时代是否已经到来？ - 知乎,https://www.zhihu.com/question/9068041309,,AI辅助游戏创作与智能体,site:zhihu.com AI 辅助 独立游戏 开发,【其他】利用现有的AI 技术，独立游戏开发者的黄金时代是否已经到来？ - 知乎 | 来源:web | 站点:www.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、独立游戏、ai、生成 | 摘要:2025年1月8日 · 随着AI 技术飞速发展，AI 在游戏领域的应用越来越广泛，从角色行为模拟到游戏测试，再到内容生成，AI 似乎为独立游戏开发者提供了前所未有的便利性。我们不禁 ...
402,51.35,72,40.0,65.0,0,55.0,教程视频,web,raybyte.cn,用 GDScript（Godot）构建游戏场景的最佳实践 | RayByte,https://raybyte.cn/post/2026/5/20/1f6030b5,,Godot游戏设计与GDScript,GDScript 游戏 架构 最佳实践,"【教程视频】用 GDScript（Godot）构建游戏场景的最佳实践 | RayByte | 来源:web | 站点:raybyte.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:godot、gdscript、游戏、碰撞 | 摘要:May 20, 2026 · 本文详细介绍了用 GDScript 和 Godot 构建游戏场景的最佳实践。 首先介绍了 GDScript 和 Godot 的基本概念，然后阐述了构建游戏场景的基本步骤，包括创建项目、设计场景结构、添加节点和编写脚本等。 接着分享了场景优化技巧，如资源管理、碰撞检测优化和场景 ..."
403,51.35,72,40.0,65.0,0,55.0,教程视频,web,orzgame.blog.csdn.net,【手把手带你Godot...,https://orzgame.blog.csdn.net/article/details/104516098,,Godot游戏设计与GDScript,site:csdn.net Godot 小游戏 开发,【教程视频】【手把手带你Godot... | 来源:web | 站点:orzgame.blog.csdn.net | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:godot、游戏、小游戏 | 摘要:【手把手带你Godot游戏开发】FlappyBird：1.Hello World.老张又开始做视频了，开始使用 Godot 游戏引擎制作小游戏.
404,51.35,72,40.0,65.0,0,55.0,其他,web,www.facebook.com,Slyddar - Facebook,https://www.facebook.com/slyddar/?locale=zh_CN,,游戏手感与核心机制设计,game feel juice platformer movement,"【其他】Slyddar - Facebook | 来源:web | 站点:www.facebook.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:game、juice | 摘要:The latest episode describes how to add ""Juice"" to your game, which basically means making it feel better to look at and play. Hopefully you find it useful!"
405,51.35,72,40.0,65.0,0,55.0,教程视频,web,ld0.indienova.com,在射击游戏中看似不起眼的准星，居然有这么多设计门道 | indienova...,https://ld0.indienova.com/indie-game-development/ux-design-methodology-of-keeping-crosshair-design-on-track/,,游戏手感与核心机制设计,游戏手感 设计 射击 反馈,【教程视频】在射击游戏中看似不起眼的准星，居然有这么多设计门道 | indienova... | 来源:web | 站点:ld0.indienova.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、射击、反馈 | 摘要:开发者在设计射击游戏中的战斗 HUD 时，无法避免的会考虑什么才是好的准星设计。射击游戏和格斗游戏在操作反馈方面有很大区别：格斗游戏反馈主要来自于动作、时间框架的夸大或压缩、屏幕上的特殊效果等;而射击游戏主要来自命.
406,51.35,72,40.0,65.0,0,55.0,教程视频,web,games.sina.cn,游戏开发：塔防数值设计的几个维度,https://games.sina.cn/cyfw/cyxw/2014-10-14/detail-iawrnsxp3093969.d.html,,游戏手感与核心机制设计,塔防 数值平衡 设计 公式,【教程视频】游戏开发：塔防数值设计的几个维度 | 来源:web | 站点:games.sina.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、塔防、数值 | 摘要:2014年10月14日 · 所谓不同维度的数值，就是互相无法直接用数学公式互相转换的属性，比如攻击力和射程，他们两个没有直接的数学关系(或者用我从某本书上看来的术语，这两个 ...
407,51.35,72,40.0,65.0,0,55.0,教程视频,web,indienova.com,游戏分析（二）：从《Infinitode2》看数值塔防设计 - Indienova,https://indienova.com/indie-game-development/game-design-theory-game-analysis-2/,,游戏手感与核心机制设计,塔防 数值平衡 设计 公式,【教程视频】游戏分析（二）：从《Infinitode2》看数值塔防设计 - Indienova | 来源:web | 站点:indienova.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、塔防、数值、平衡 | 摘要:2025年4月7日 · 玩家利用游戏机制控制兵线，设计者设计各种敌人试图突破玩家的布局，两者不断的动态平衡，影响玩家情绪。 ... 公式、敌人的数量、塔的特性选择等等，都 ...
408,51.3,68,48.0,58.0,0,55.0,飞控遥控,zhihu,zhuanlan.zhihu.com,游戏手柄什么品牌的比较好？游戏手柄品牌排行榜前十名,https://zhuanlan.zhihu.com/p/2035725934427420162,,游戏手感与核心机制设计,site:zhihu.com 横版闯关 跳跃 手感 参数,【飞控遥控】游戏手柄什么品牌的比较好？游戏手柄品牌排行榜前十名 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:手柄、游戏、横版、闯关 | 摘要:2026年5月7日 · 十字按键为微动四项设计，按压清脆，玩横版闯关、格斗游戏时精准度尚可，但玩FPS游戏时，摇杆灵敏度调节不够细腻，偶尔会出现操作偏差，震感细节表现一般。
409,51.3,64,40.0,62.0,0,95.0,教程视频,csdn,blog.csdn.net,用 Cocos 打造幼儿启蒙小游戏合集：20个低龄儿童互动游戏设计灵感,https://blog.csdn.net/qq_29841579/article/details/160374576?ops_request_misc=elastic_search_misc&request_id=f235ecd505e04d4fa9debffba22aeef5&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-160374576-null-null.142^v102^pc_search_result_base2&utm_term=%E6%95%99%E8%82%B2%E6%B8%B8%E6%88%8F%20%E8%AE%BE%E8%AE%A1%20%E5%84%BF%E7%AB%A5%2014%E5%B2%81,,K12教育游戏与展陈,教育游戏 设计 儿童 14岁,【教程视频】用 Cocos 打造幼儿启蒙小游戏合集：20个低龄儿童互动游戏设计灵感 | 来源:csdn | 站点:blog.csdn.net | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、小游戏、反馈 | 摘要:本文基于Cocos Creator平台，提出20款面向3-6<em>岁</em><em>儿童</em>的轻量级互动小<em>游戏</em><em>设计</em>方案，涵盖颜色识别、形状配对、数字认知、动物声音匹配、拼图、记忆训练等核心启蒙维度。所有方案强调直觉化操作、强视听反馈与无文字交互，适合作为<em>教育</em>类App原型参考。技术实现聚焦Cocos Creator的节点管理、事件响应、
410,51.26,64,50.0,62.0,8,45.0,教程视频,csdn,download.csdn.net,Topdown-Shooter:Godot功能测试-自上而下的射手示例,https://download.csdn.net/download/weixin_42101237/16031998?ops_request_misc=elastic_search_misc&request_id=6ad6b0ad7308438480e54c5d28b1f5f9&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-2-16031998-null-null.142^v102^pc_search_result_base5&utm_term=Godot%20top%20down%20shooter%20tutorial,可下载资源,Godot游戏设计与GDScript,Godot top down shooter tutorial,"【教程视频】Topdown-Shooter:Godot功能测试-自上而下的射手示例 | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:godot、游戏、射击 | 摘要:在本项目""Topdown-<em>Shooter</em>: <em>Godot</em>功能测试-自上而下的射手示例""中，我们探索了如何使用<em>Godot</em>引擎创建一个自上而下的射击游戏（也称为""<em>Top</em>-<em>down</em> <em>Shooter</em>""）。"
411,51.26,64,50.0,62.0,8,45.0,教程视频,csdn,download.csdn.net,自上而下的母猪：用Godot 3制成的自上而下的射手,https://download.csdn.net/download/weixin_42136826/15081927?ops_request_misc=elastic_search_misc&request_id=6ad6b0ad7308438480e54c5d28b1f5f9&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-4-15081927-null-null.142^v102^pc_search_result_base5&utm_term=Godot%20top%20down%20shooter%20tutorial,可下载资源,Godot游戏设计与GDScript,Godot top down shooter tutorial,【教程视频】自上而下的母猪：用Godot 3制成的自上而下的射手 | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:godot、游戏、射击 | 摘要:2. **2D游戏设计**：自上而下的射手（<em>Top</em>-<em>Down</em> <em>Shooter</em>）是一种常见的2D游戏视角，玩家从上方控制角色进行射击。
412,51.26,64,50.0,62.0,8,45.0,教程视频,csdn,download.csdn.net,gdTest：对Godot引擎的测试,https://download.csdn.net/download/weixin_42099176/15091135?ops_request_misc=elastic_search_misc&request_id=6ad6b0ad7308438480e54c5d28b1f5f9&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-15091135-null-null.142^v102^pc_search_result_base5&utm_term=Godot%20top%20down%20shooter%20tutorial,可下载资源,Godot游戏设计与GDScript,Godot top down shooter tutorial,"【教程视频】gdTest：对Godot引擎的测试 | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:godot、游戏、射击 | 摘要:**顶视图射击游戏（<em>Top</em>-<em>down</em> <em>Shooter</em>）** ""<em>top</em>-<em>down</em> waves <em>shooter</em>""表明gdTest可能是一个俯视视角的射击游戏，玩家需要抵御一波又一波的敌人。"
413,51.24,44,53.0,70.0,22,85.0,教程视频,bilibili,www.bilibili.com,手把手教你如何把AI大模型接入到游戏中,https://www.bilibili.com/video/BV19yWQz2E6F,模型|教程,AI辅助游戏创作与智能体,大模型 辅助 游戏制作 工作流,【教程视频】手把手教你如何把AI大模型接入到游戏中 | 来源:bilibili | 站点:www.bilibili.com | 提供:模型、教程 | 相关词:游戏、ai、大模型 | 摘要:手把手教会你如何设置AI大模型 | 播放:39091 弹幕:10
414,51.12,56,53.0,70.0,6,55.0,教程视频,bilibili,bilibili.com,bilibili.com,https://bilibili.com/,教程,AI辅助游戏创作与智能体,site:bilibili.com procedural game generation AI tutorial,【教程视频】bilibili.com | 来源:bilibili | 站点:bilibili.com | 提供:教程 | 相关词:game、bilibili | 摘要:Game Website.
415,51.12,56,53.0,70.0,6,55.0,教程视频,bilibili,ir.bilibili.com,ir.bilibili.com/en,https://ir.bilibili.com/en/,教程,AI辅助游戏创作与智能体,site:bilibili.com procedural game generation AI tutorial,【教程视频】ir.bilibili.com/en | 来源:bilibili | 站点:ir.bilibili.com | 提供:教程 | 相关词:game、bilibili | 摘要:About Us Discover more Bilibili Game Center Bilibili Live Bilibili Membership...
416,51.12,56,53.0,70.0,6,55.0,教程视频,bilibili,www.bilibili.com,bilibili.com/video/BV1p84y1P7Z5,https://www.bilibili.com/video/BV1p84y1P7Z5/,教程,AI辅助游戏创作与智能体,site:bilibili.com site:bilibili.com AI 做游戏 教程,【教程视频】bilibili.com/video/BV1p84y1P7Z5 | 来源:bilibili | 站点:www.bilibili.com | 提供:教程 | 相关词:教程、bilibili | 摘要:尚硅谷前端入门html+css零基础教程.
417,51.12,56,53.0,70.0,6,55.0,教程视频,bilibili,www.bilibili.com,bilibili.com/video/BV1p54y197cC,https://www.bilibili.com/video/BV1p54y197cC/,教程,AI辅助游戏创作与智能体,site:bilibili.com site:bilibili.com AI 做游戏 教程,【教程视频】bilibili.com/video/BV1p54y197cC | 来源:bilibili | 站点:www.bilibili.com | 提供:教程 | 相关词:教程、bilibili | 摘要:manim kindergarten 在B站发布的视频教程.
418,51.12,68,40.0,60.0,16,55.0,三维模型,juejin,juejin.cn,NobodyWho：每个NPC都有独立灵魂！Godot插件实现本地LLM对话，离线生...,https://juejin.cn/post/7471301491271680036,模型,Godot游戏设计与GDScript,site:juejin.cn Godot tower defense game design,"【三维模型】NobodyWho：每个NPC都有独立灵魂！Godot插件实现本地LLM对话，离线生... | 来源:juejin | 站点:juejin.cn | 提供:模型 | 相关词:godot、游戏、ai、llm | 摘要:Feb 15, 2025 · NobodyWho 是一款为 Godot 游戏引擎设计的插件，支持在本地运行大型语言模型（LLM），实现互动小说创作。 核心功能：本地运行 LLM、GPU 加速推理、多上下文支持、流式输出。 技术原理：通过 Vulkan 或 Metal 实现 GPU 加速，集成简单的节点系统与 Godot 场景无缝对接。"
419,51.12,56,53.0,70.0,6,55.0,教程视频,bilibili,live.bilibili.com,[度风玘]游戏动作设计入门到初级公开课 - 度风玘qi...,https://live.bilibili.com/1073687,教程,K12教育游戏与展陈,site:bilibili.com 游戏化学习 展馆 互动 设计,"【教程视频】[度风玘]游戏动作设计入门到初级公开课 - 度风玘qi... | 来源:bilibili | 站点:live.bilibili.com | 提供:教程 | 相关词:3d、游戏、bilibili | 摘要:度风玘qi的哔哩哔哩直播间,我是一名在游戏动作设计行业混迹6年的动画老手，做过游戏研发，做过外包，玩过U3D，最近非常喜欢玩UE4，我会尽自己全力，让自己的动画越做越好。学无止境，越练越强。弹幕，礼物，道具，活动多种玩法，bilibili 直播让您拉进与小伙伴们之间的距离。"
